LOTTO GAME,COMBINATIONS,DRAW DATE,JACKPOT,WINNERS
3D Lotto 5PM,1 06 2003,4/18/2021,4500.00,237
3D Lotto 9PM,9 07 2006,4/18/2021,4500.00,73
2D Lotto 2PM,16-31,4/18/2021,4000.00,6
2D Lotto 5PM,14-25,4/18/2021,4000.00,0
2D Lotto 9PM,30-28,4/18/2021,4000.00,5
Grand Lotto 6/55,06-37-01-39-51-36,4/17/2021,29700000.00,0
Lotto 6/42,37-32-02-22-03-20,4/17/2021,76554222.40,0
6D Lotto,5-2-9-6-8-8,4/17/2021,164082.86,0
3D Lotto 2PM,1 09 2000,4/17/2021,4500.00,166
3D Lotto 5PM,9 04 2004,4/17/2021,4500.00,44
3D Lotto 9PM,1 01 2006,4/17/2021,4500.00,442
2D Lotto 2PM,17-14,4/17/2021,4000.00,16
2D Lotto 5PM,Mar 31,4/17/2021,4000.00,4
2D Lotto 9PM,4 Oct,4/17/2021,4000.00,44
Ultra Lotto 6/58,10-55-45-57-02-35,4/16/2021,49500000.00,0
Megalotto 6/45,22-07-30-01-36-34,4/16/2021,100039800.40,0
4D Lotto,1-5-3-1,4/16/2021,10000.00,19
3D Lotto 2PM,2 01 2007,4/16/2021,4500.00,233
3D Lotto 5PM,6-0-8,4/16/2021,4500.00,41
3D Lotto 9PM,0-9-7,4/16/2021,4500.00,109
2D Lotto 2PM,15 Mar,4/16/2021,4000.00,9
2D Lotto 5PM,18-27,4/16/2021,4000.00,20
2D Lotto 9PM,30-22,4/16/2021,4000.00,1
Superlotto 6/49,30-06-41-23-33-40,4/15/2021,21243632.80,0
Lotto 6/42,42-10-21-33-22-41,4/15/2021,74031292.40,0
6D Lotto,4-4-3-5-4-5,4/15/2021,150000.00,0
3D Lotto 2PM,3 08 2009,4/15/2021,4500.00,106
3D Lotto 5PM,8 01 2008,4/15/2021,4500.00,215
3D Lotto 9PM,5 04 2006,4/15/2021,4500.00,180
2D Lotto 2PM,Sep 21,4/15/2021,4000.00,5
2D Lotto 5PM,26-23,4/15/2021,4000.00,2
2D Lotto 9PM,18-17,4/15/2021,4000.00,7
Grand Lotto 6/55,02-41-06-26-30-09,4/14/2021,29700000.00,0
Megalotto 6/45,01-41-39-11-24-38,4/14/2021,97185527.80,0
4D Lotto,4-7-6-9,4/14/2021,47336.00,4
3D Lotto 2PM,7 02 2007,4/14/2021,4500.00,42
3D Lotto 5PM,0-8-1,4/14/2021,4500.00,26
3D Lotto 9PM,3 09 2002,4/14/2021,4500.00,113
2D Lotto 2PM,29 Sep,4/14/2021,4000.00,38
2D Lotto 5PM,30 Nov,4/14/2021,4000.00,6
2D Lotto 9PM,Feb 22,4/14/2021,4000.00,31
Ultra Lotto 6/58,19-58-42-06-57-02,4/13/2021,49500000.00,0
Superlotto 6/49,26-22-15-40-28-13,4/13/2021,20163615.60,0
Lotto 6/42,14-26-07-18-05-37,4/13/2021,71593142.60,0
6D Lotto,1-9-3-2-2-3,4/13/2021,150000.00,0
3D Lotto 2PM,2 04 2008,4/13/2021,4500.00,115
3D Lotto 5PM,7 06 2004,4/13/2021,4500.00,54
3D Lotto 9PM,4 07 2001,4/13/2021,4500.00,356
2D Lotto 2PM,20-29,4/13/2021,4000.00,9
2D Lotto 5PM,4 Jun,4/13/2021,4000.00,13
2D Lotto 9PM,Jun 26,4/13/2021,4000.00,25
Grand Lotto 6/55,25-02-27-09-01-43,4 12 2021,29700000.00,0
Megalotto 6/45,34-31-16-05-44-29,4 12 2021,94552473.40,0
4D Lotto,6-5-8-7,4 12 2021,26898.00,5
3D Lotto 2PM,9 05 2009,4 12 2021,4500.00,32
3D Lotto 5PM,7 02 2009,4 12 2021,4500.00,160
3D Lotto 9PM,3 06 2008,4 12 2021,4500.00,142
2D Lotto 2PM,31-30,4 12 2021,4000.00,4
2D Lotto 5PM,29 Apr,4 12 2021,4000.00,8
2D Lotto 9PM,15-16,4 12 2021,4000.00,10
Ultra Lotto 6/58,10-07-49-22-15-06,4 11 2021,49500000.00,0
Superlotto 6/49,23-11-21-45-42-31,4 11 2021,19264872.40,0
3D Lotto 2PM,0-6-5,4 11 2021,4500.00,45
3D Lotto 5PM,5 05 2005,4 11 2021,4500.00,718
3D Lotto 9PM,3 04 2000,4 11 2021,4500.00,70
2D Lotto 2PM,Dec 30,4 11 2021,4000.00,16
2D Lotto 5PM,8 Jun,4 11 2021,4000.00,1
2D Lotto 9PM,3 Sep,4 11 2021,4000.00,37
Grand Lotto 6/55,40-28-11-24-48-15,4 10 2021,29700000.00,0
Lotto 6/42,12-16-06-14-37-36,4 10 2021,69259812.00,0
6D Lotto,1-2-2-9-1-5,4 10 2021,423564.00,1
3D Lotto 2PM,7 06 2008,4 10 2021,4500.00,59
3D Lotto 5PM,5 05 2000,4 10 2021,4500.00,124
3D Lotto 9PM,1 06 2008,4 10 2021,4500.00,213
2D Lotto 2PM,28 Aug,4 10 2021,4000.00,33
2D Lotto 5PM,25 Apr,4 10 2021,4000.00,11
2D Lotto 9PM,2 Jul,4 10 2021,4000.00,28
Ultra Lotto 6/58,32-36-29-43-26-52,4 09 2021,49500000.00,0
Megalotto 6/45,25-16-30-38-10-42,4 09 2021,91769472.80,0
4D Lotto,7-3-6-6,4 09 2021,48307.00,4
3D Lotto 2PM,4-0-7,4 09 2021,4500.00,198
3D Lotto 5PM,4 09 2008,4 09 2021,4500.00,39
3D Lotto 9PM,1 09 2008,4 09 2021,4500.00,161
2D Lotto 2PM,May 17,4 09 2021,4000.00,28
2D Lotto 5PM,17 Aug,4 09 2021,4000.00,4
2D Lotto 9PM,28-18,4 09 2021,4000.00,4
Superlotto 6/49,07-02-33-31-21-27,4 08 2021,18070326.40,0
Lotto 6/42,11-19-02-26-16-39,4 08 2021,66982509.20,0
6D Lotto,8-9-3-3-8-4,4 08 2021,373564.16,0
3D Lotto 2PM,6 09 2003,4 08 2021,4500.00,40
3D Lotto 5PM,7 08 2007,4 08 2021,4500.00,37
3D Lotto 9PM,8 01 2006,4 08 2021,4500.00,255
2D Lotto 2PM,27-17,4 08 2021,4000.00,4
2D Lotto 5PM,31 Jan,4 08 2021,4000.00,9
2D Lotto 9PM,24 Jul,4 08 2021,4000.00,41
Grand Lotto 6/55,38-15-27-13-53-08,4 07 2021,29700000.00,0
Megalotto 6/45,44-15-38-36-07-39,4 07 2021,89257302.80,0
4D Lotto,3-7-0-0,4 07 2021,10000.00,12
3D Lotto 2PM,4-0-5,4 07 2021,4500.00,229
3D Lotto 5PM,1 09 2007,4 07 2021,4500.00,181
3D Lotto 9PM,1 05 2005,4 07 2021,4500.00,209
2D Lotto 2PM,Apr 26,4 07 2021,4000.00,30
2D Lotto 5PM,10 May,4 07 2021,4000.00,11
2D Lotto 9PM,14 Nov,4 07 2021,4000.00,9
Ultra Lotto 6/58,53-09-15-28-04-23,4 06 2021,49500000.00,0
Superlotto 6/49,23-35-36-13-42-05,4 06 2021,16954040.80,0
Lotto 6/42,21-33-23-18-03-12,4 06 2021,64619457.40,0
6D Lotto,6-6-2-2-2-2,4 06 2021,282757.28,0
3D Lotto 2PM,3 03 2005,4 06 2021,4500.00,197
3D Lotto 5PM,7 07 2002,4 06 2021,4500.00,41
3D Lotto 9PM,6 05 2000,4 06 2021,4500.00,125
2D Lotto 2PM,1 Jul,4 06 2021,4000.00,21
2D Lotto 5PM,29 Dec,4 06 2021,4000.00,5
2D Lotto 9PM,Oct 23,4 06 2021,4000.00,18
Grand Lotto 6/55,37-17-38-26-23-01,4 05 2021,29700000.00,0
Megalotto 6/45,14-22-33-45-44-39,4 05 2021,86674956.80,0
4D Lotto,8-3-2-5,4 05 2021,30967.00,2
3D Lotto 2PM,7 07 2008,4 05 2021,4500.00,93
3D Lotto 5PM,8 04 2007,4 05 2021,4500.00,114
3D Lotto 9PM,3 02 2003,4 05 2021,4500.00,179
2D Lotto 2PM,5 Nov,4 05 2021,4000.00,49
2D Lotto 5PM,19-21,4 05 2021,4000.00,15
2D Lotto 9PM,3 Apr,4 05 2021,4000.00,61
Grand Lotto 6/55,13-28-03-40-34-15,3/31/2021,29700000.00,0
Megalotto 6/45,36-04-12-23-43-26,3/31/2021,84240897.60,0
4D Lotto,4-0-0-5,3/31/2021,31777.00,3
3D Lotto 2PM,9 09 2008,3/31/2021,4500.00,88
3D Lotto 5PM,2 03 2001,3/31/2021,4500.00,114
3D Lotto 9PM,8 08 2006,3/31/2021,4500.00,159
2D Lotto 2PM,Sep 19,3/31/2021,4000.00,47
2D Lotto 5PM,7 Jul,3/31/2021,4000.00,96
2D Lotto 9PM,22-23,3/31/2021,4000.00,21
Ultra Lotto 6/58,37-18-48-47-58-45,3/30/2021,49500000.00,0
Superlotto 6/49,47-06-36-09-07-39,3/30/2021,15974297.60,0
Lotto 6/42,13-24-39-40-02-09,3/30/2021,62337161.20,0
6D Lotto,5-9-1-7-6-3,3/30/2021,232757.28,0
3D Lotto 2PM,7 09 2007,3/30/2021,4500.00,36
3D Lotto 5PM,4 01 2002,3/30/2021,4500.00,157
3D Lotto 9PM,9 03 2009,3/30/2021,4500.00,51
2D Lotto 2PM,Mar 22,3/30/2021,4000.00,14
2D Lotto 5PM,22 Mar,3/30/2021,4000.00,3
2D Lotto 9PM,Jun 17,3/30/2021,4000.00,25
Grand Lotto 6/55,28-01-25-32-47-05,3/29/2021,29700000.00,0
Megalotto 6/45,38-01-44-37-05-41,3/29/2021,82305300.80,0
4D Lotto,4-5-6-3,3/29/2021,0.00,0
3D Lotto 2PM,9 01 2005,3/29/2021,4500.00,5
3D Lotto 5PM,9 03 2004,3/29/2021,4500.00,2
3D Lotto 9PM,9 09 2004,3/29/2021,4500.00,0
2D Lotto 2PM,11 Nov,3/29/2021,4000.00,72
2D Lotto 5PM,31-09,3/29/2021,4000.00,0
2D Lotto 9PM,24 Jan,3/29/2021,4000.00,0
Ultra Lotto 6/58,24-28-32-13-09-06,3/28/2021,49500000.00,0
Superlotto 6/49,43-27-44-21-22-03,3/28/2021,15840000.00,0
3D Lotto 2PM,3 03 2008,3/28/2021,4500.00,298
3D Lotto 5PM,7 02 2007,3/28/2021,4500.00,139
3D Lotto 9PM,0-9-4,3/28/2021,4500.00,111
2D Lotto 2PM,13-18,3/28/2021,4000.00,183
2D Lotto 5PM,31-29,3/28/2021,4000.00,33
2D Lotto 9PM,Mar 13,3/28/2021,4000.00,488
Grand Lotto 6/55,38-35-11-22-39-47,3/27/2021,298773641.20,1
Lotto 6/42,38-25-32-09-10-04,3/27/2021,60891247.80,0
6D Lotto,8-0-7-1-0-6,3/27/2021,180534.56,0
3D Lotto 2PM,3 02 2001,3/27/2021,4500.00,524
3D Lotto 5PM,4 06 2003,3/27/2021,4500.00,139
3D Lotto 9PM,7 08 2008,3/27/2021,4500.00,193
2D Lotto 2PM,Mar 26,3/27/2021,4000.00,287
2D Lotto 5PM,20-24,3/27/2021,4000.00,136
2D Lotto 9PM,23-25,3/27/2021,4000.00,139
Ultra Lotto 6/58,01-05-42-52-07-17,3/26/2021,49500000.00,0
Megalotto 6/45,34-03-23-35-10-18,3/26/2021,81530899.60,0
4D Lotto,1-1-8-1,3/26/2021,40674.00,15
3D Lotto 2PM,2 04 2005,3/26/2021,4500.00,206
3D Lotto 5PM,2-0-0,3/26/2021,4500.00,222
3D Lotto 9PM,9 01 2003,3/26/2021,4500.00,392
2D Lotto 2PM,11 Sep,3/26/2021,4000.00,106
2D Lotto 5PM,23-13,3/26/2021,4000.00,34
2D Lotto 9PM,14 Mar,3/26/2021,4000.00,159
Superlotto 6/49,03-12-34-39-19-36,3/25/2021,15840000.00,0
Lotto 6/42,27-04-17-31-39-16,3/25/2021,56483629.80,0
6D Lotto,7-5-4-5-2-5,3/25/2021,8160234.00,1
3D Lotto 2PM,9 06 2008,3/25/2021,4500.00,368
3D Lotto 5PM,4-0-6,3/25/2021,4500.00,198
3D Lotto 9PM,4 06 2001,3/25/2021,4500.00,395
2D Lotto 2PM,23-25,3/25/2021,4000.00,163
2D Lotto 5PM,19 Sep,3/25/2021,4000.00,41
2D Lotto 9PM,16-14,3/25/2021,4000.00,151
Grand Lotto 6/55,48-38-23-39-37-29,3/24/2021,289719369.60,0
Megalotto 6/45,38-41-10-16-44-39,3/24/2021,76293066.20,0
4D Lotto,0-1-8-2,3/24/2021,55885.00,11
3D Lotto 2PM,4 03 2008,3/24/2021,4500.00,154
3D Lotto 5PM,4 05 2003,3/24/2021,4500.00,237
3D Lotto 9PM,3 07 2000,3/24/2021,4500.00,260
2D Lotto 2PM,11 Dec,3/24/2021,4000.00,124
2D Lotto 5PM,Oct 26,3/24/2021,4000.00,80
2D Lotto 9PM,14-30,3/24/2021,4000.00,85
Ultra Lotto 6/58,16-27-08-05-12-23,3/23/2021,55975262.80,2
Superlotto 6/49,34-13-42-06-24-26,3/23/2021,15840000.00,0
Lotto 6/42,22-21-25-12-31-15,3/23/2021,51796665.20,0
6D Lotto,2-6-4-9-3-3,3/23/2021,8018172.06,0
3D Lotto 2PM,3 04 2000,3/23/2021,4500.00,276
3D Lotto 5PM,4-0-4,3/23/2021,4500.00,254
3D Lotto 9PM,5 06 2000,3/23/2021,4500.00,205
2D Lotto 2PM,16 May,3/23/2021,4000.00,101
2D Lotto 5PM,30-14,3/23/2021,4000.00,12
2D Lotto 9PM,31 Mar,3/23/2021,4000.00,245
Grand Lotto 6/55,44-05-11-22-16-27,3/22/2021,281443409.60,0
Megalotto 6/45,24-23-36-35-12-33,3/22/2021,71764420.60,0
4D Lotto,3-3-4-9,3/22/2021,31358.00,18
3D Lotto 2PM,6 08 2009,3/22/2021,4500.00,212
3D Lotto 5PM,5 06 2001,3/22/2021,4500.00,255
3D Lotto 9PM,1 03 2004,3/22/2021,4500.00,263
2D Lotto 2PM,8 Nov,3/22/2021,4000.00,250
2D Lotto 5PM,1 Jul,3/22/2021,4000.00,148
2D Lotto 9PM,30-15,3/22/2021,4000.00,74
Ultra Lotto 6/58,26-23-48-42-14-02,3/21/2021,53301227.20,0
Superlotto 6/49,25-13-14-02-04-09,3/21/2021,15840000.00,0
3D Lotto 2PM,4 03 2008,3/21/2021,4500.00,152
3D Lotto 5PM,7 08 2002,3/21/2021,4500.00,192
3D Lotto 9PM,7 09 2000,3/21/2021,4500.00,209
2D Lotto 2PM,15-15,3/21/2021,4000.00,322
2D Lotto 5PM,22-27,3/21/2021,4000.00,86
2D Lotto 9PM,3 Nov,3/21/2021,4000.00,390
Grand Lotto 6/55,06-35-22-55-01-32,3/20/2021,273523383.20,0
Lotto 6/42,02-32-22-17-37-21,3/20/2021,47646651.40,0
6D Lotto,6-5-5-1-5-5,3/20/2021,7630494.90,0
3D Lotto 2PM,0-4-4,3/20/2021,4500.00,178
3D Lotto 5PM,3 07 2007,3/20/2021,4500.00,158
3D Lotto 9PM,6 03 2001,3/20/2021,4500.00,414
2D Lotto 2PM,21 Apr,3/20/2021,4000.00,215
2D Lotto 5PM,18-25,3/20/2021,4000.00,93
2D Lotto 9PM,12 Jun,3/20/2021,4000.00,261
Ultra Lotto 6/58,45-52-16-30-48-12,3/19/2021,50051325.20,0
Megalotto 6/45,08-40-42-30-37-32,3/19/2021,67351161.60,0
4D Lotto,2-3-0-6,3/19/2021,15097.00,33
3D Lotto 2PM,6 08 2003,3/19/2021,4500.00,178
3D Lotto 5PM,6-0-6,3/19/2021,4500.00,148
3D Lotto 9PM,5 03 2000,3/19/2021,4500.00,422
2D Lotto 2PM,30 Jul,3/19/2021,4000.00,48
2D Lotto 5PM,16 Jan,3/19/2021,4000.00,45
2D Lotto 9PM,31-18,3/19/2021,4000.00,95
Superlotto 6/49,34-32-08-23-33-10,3/18/2021,15840000.00,0
Lotto 6/42,20-01-19-23-29-33,3/18/2021,43656446.40,0
6D Lotto,5-1-8-0-9-6,3/18/2021,7366114.00,0
3D Lotto 2PM,6 05 2007,3/18/2021,4500.00,154
3D Lotto 5PM,3 03 2006,3/18/2021,4500.00,191
3D Lotto 9PM,9 05 2002,3/18/2021,4500.00,264
2D Lotto 2PM,25 Aug,3/18/2021,4000.00,164
2D Lotto 5PM,17-22,3/18/2021,4000.00,106
2D Lotto 9PM,22-18,3/18/2021,4000.00,180
Grand Lotto 6/55,06-01-28-13-26-45,3/17/2021,264788754.00,0
Megalotto 6/45,02-28-36-35-03-43,3/17/2021,62481789.00,0
4D Lotto,8-5-2-8,3/17/2021,30921.00,9
3D Lotto 2PM,3 03 2009,3/17/2021,4500.00,159
3D Lotto 5PM,6 09 2003,3/17/2021,4500.00,297
3D Lotto 9PM,5 08 2004,3/17/2021,4500.00,152
2D Lotto 2PM,27-27,3/17/2021,4000.00,407
2D Lotto 5PM,23-16,3/17/2021,4000.00,59
2D Lotto 9PM,May 29,3/17/2021,4000.00,359
Ultra Lotto 6/58,06-14-55-52-16-12,3/16/2021,49500000.00,0
Superlotto 6/49,31-48-28-24-46-19,3/16/2021,15840000.00,0
Lotto 6/42,34-30-19-15-38-24,3/16/2021,39341110.40,0
6D Lotto,8-7-0-3-7-5,3/16/2021,6869542.00,0
3D Lotto 2PM,2 06 2001,3/16/2021,4500.00,195
3D Lotto 5PM,1 09 2006,3/16/2021,4500.00,286
3D Lotto 9PM,2 07 2004,3/16/2021,4500.00,249
2D Lotto 2PM,20-16,3/16/2021,4000.00,93
2D Lotto 5PM,26 Jul,3/16/2021,4000.00,30
2D Lotto 9PM,18-17,3/16/2021,4000.00,74
Grand Lotto 6/55,51-54-49-37-35-08,3/15/2021,256629838.40,0
Megalotto 6/45,35-02-45-13-34-07,3/15/2021,58251830.00,0
4D Lotto,6-0-2-6,3/15/2021,26256.00,12
3D Lotto 2PM,3 05 2006,3/15/2021,4500.00,252
3D Lotto 5PM,4 06 2002,3/15/2021,4500.00,139
3D Lotto 9PM,9 05 2000,3/15/2021,4500.00,153
2D Lotto 2PM,16 Jan,3/15/2021,4000.00,85
2D Lotto 5PM,19-28,3/15/2021,4000.00,66
2D Lotto 9PM,23-14,3/15/2021,4000.00,114
Ultra Lotto 6/58,37-31-06-26-42-08,3/14/2021,49500000.00,0
Superlotto 6/49,49-46-25-42-39-37,3/14/2021,24110508.40,1
3D Lotto 2PM,4 08 2007,3/14/2021,4500.00,201
3D Lotto 5PM,0-9-5,3/14/2021,4500.00,80
3D Lotto 9PM,1 02 2006,3/14/2021,4500.00,456
2D Lotto 2PM,Jun 21,3/14/2021,4000.00,213
2D Lotto 5PM,May 14,3/14/2021,4000.00,216
2D Lotto 9PM,19-30,3/14/2021,4000.00,270
Grand Lotto 6/55,36-41-35-44-03-40,3/13/2021,248596380.00,0
Lotto 6/42,28-25-15-04-38-17,3/13/2021,35490819.40,0
6D Lotto,4-2-1-7-1-8,3/13/2021,6373362.30,0
3D Lotto 2PM,6 07 2006,3/13/2021,4500.00,176
3D Lotto 5PM,4 09 2006,3/13/2021,4500.00,129
3D Lotto 9PM,4 04 2002,3/13/2021,4500.00,221
2D Lotto 2PM,26-25,3/13/2021,4000.00,129
2D Lotto 5PM,2 Nov,3/13/2021,4000.00,153
2D Lotto 9PM,18-31,3/13/2021,4000.00,151
Ultra Lotto 6/58,49-02-06-43-54-25,3 12 2021,49500000.00,0
Megalotto 6/45,41-19-30-23-31-37,3 12 2021,53990651.20,0
4D Lotto,1-2-8-5,3 12 2021,29776.00,23
3D Lotto 2PM,0-8-5,3 12 2021,4500.00,83
3D Lotto 5PM,6 05 2009,3 12 2021,4500.00,125
3D Lotto 9PM,9 09 2006,3 12 2021,4500.00,222
2D Lotto 2PM,10 Mar,3 12 2021,4000.00,315
2D Lotto 5PM,19-16,3 12 2021,4000.00,57
2D Lotto 9PM,17-28,3 12 2021,4000.00,205
Superlotto 6/49,03-21-48-29-37-08,3 11 2021,20802039.40,0
Lotto 6/42,38-18-04-39-20-32,3 11 2021,31716737.40,0
6D Lotto,5-8-3-6-1-1,3 11 2021,6323362.30,0
3D Lotto 2PM,9 02 2000,3 11 2021,4500.00,261
3D Lotto 5PM,9 06 2002,3 11 2021,4500.00,194
3D Lotto 9PM,8 01 2001,3 11 2021,4500.00,466
2D Lotto 2PM,15-16,3 11 2021,4000.00,159
2D Lotto 5PM,25-30,3 11 2021,4000.00,52
2D Lotto 9PM,Jan 28,3 11 2021,4000.00,233
Grand Lotto 6/55,42-49-29-41-27-03,3 10 2021,239868201.20,0
Megalotto 6/45,23-38-29-25-15-40,3 10 2021,49469868.60,0
4D Lotto,0-6-2-2,3 10 2021,10000.00,41
3D Lotto 2PM,8 05 2004,3 10 2021,4500.00,124
3D Lotto 5PM,9 03 2000,3 10 2021,4500.00,218
3D Lotto 9PM,6-0-7,3 10 2021,4500.00,214
2D Lotto 2PM,14-20,3 10 2021,4000.00,153
2D Lotto 5PM,20-20,3 10 2021,4000.00,419
2D Lotto 9PM,Sep 27,3 10 2021,4000.00,474
Ultra Lotto 6/58,19-44-29-30-05-46,3 09 2021,49500000.00,0
Superlotto 6/49,20-04-12-38-13-23,3 09 2021,17908871.40,0
Lotto 6/42,15-28-38-04-36-42,3 09 2021,27721458.40,0
6D Lotto,0-9-2-2-3-9,3 09 2021,6056230.82,0
3D Lotto 2PM,1 02 2004,3 09 2021,4500.00,431
3D Lotto 5PM,9 01 2008,3 09 2021,4500.00,274
3D Lotto 9PM,3 06 2003,3 09 2021,4500.00,211
2D Lotto 2PM,19 Dec,3 09 2021,4000.00,112
2D Lotto 5PM,14 Dec,3 09 2021,4000.00,97
2D Lotto 9PM,31-16,3 09 2021,4000.00,41
Grand Lotto 6/55,52-13-50-37-19-49,3 08 2021,231982323.20,0
Megalotto 6/45,02-12-27-16-43-17,3 08 2021,45512529.60,0
4D Lotto,7-1-5-7,3 08 2021,32771.00,19
3D Lotto 2PM,3 04 2002,3 08 2021,4500.00,332
3D Lotto 5PM,2 05 2001,3 08 2021,4500.00,175
3D Lotto 9PM,6 08 2001,3 08 2021,4500.00,188
2D Lotto 2PM,21 May,3 08 2021,4000.00,101
2D Lotto 5PM,25-18,3 08 2021,4000.00,63
2D Lotto 9PM,26 Oct,3 08 2021,4000.00,534
Ultra Lotto 6/58,49-04-38-40-13-19,3 07 2021,49500000.00,0
Superlotto 6/49,06-17-09-36-16-13,3 07 2021,15840000.00,0
3D Lotto 2PM,0-0-8,3 07 2021,4500.00,333
3D Lotto 5PM,0-4-5,3 07 2021,4500.00,72
3D Lotto 9PM,1 09 2007,3 07 2021,4500.00,414
2D Lotto 2PM,13 Sep,3 07 2021,4000.00,56
2D Lotto 5PM,8 Jun,3 07 2021,4000.00,149
2D Lotto 9PM,27-31,3 07 2021,4000.00,141
Grand Lotto 6/55,42-10-47-29-15-53,3 06 2021,224149610.40,0
Lotto 6/42,28-24-25-32-20-29,3 06 2021,24179389.60,0
6D Lotto,6-2-5-8-8-3,3 06 2021,6006230.82,0
3D Lotto 2PM,8-0-7,3 06 2021,4500.00,156
3D Lotto 5PM,2 05 2009,3 06 2021,4500.00,198
3D Lotto 9PM,0-7-9,3 06 2021,4500.00,292
2D Lotto 2PM,17 Jul,3 06 2021,4000.00,195
2D Lotto 5PM,28-20,3 06 2021,4000.00,88
2D Lotto 9PM,19-17,3 06 2021,4000.00,182
Ultra Lotto 6/58,56-26-12-03-45-32,3 05 2021,49500000.00,0
Megalotto 6/45,04-32-17-05-39-01,3 05 2021,41486727.80,0
4D Lotto,3-7-4-5,3 05 2021,27397.00,19
3D Lotto 2PM,2 03 2005,3 05 2021,4500.00,249
3D Lotto 5PM,4 05 2007,3 05 2021,4500.00,150
3D Lotto 9PM,0-8-9,3 05 2021,4500.00,213
2D Lotto 2PM,31-30,3 05 2021,4000.00,48
2D Lotto 5PM,Jan 21,3 05 2021,4000.00,133
2D Lotto 9PM,18-17,3 05 2021,4000.00,99
Superlotto 6/49,45-47-32-04-39-42,3 04 2021,15840000.00,0
Lotto 6/42,19-04-30-25-24-14,3 04 2021,20652893.80,0
6D Lotto,6-1-7-5-4-4,3 04 2021,5610555.46,0
3D Lotto 2PM,3 06 2007,3 04 2021,4500.00,151
3D Lotto 5PM,6 02 2001,3 04 2021,4500.00,301
3D Lotto 9PM,8 01 2003,3 04 2021,4500.00,537
2D Lotto 2PM,6 Jan,3 04 2021,4000.00,131
2D Lotto 5PM,Aug 19,3 04 2021,4000.00,116
2D Lotto 9PM,Sep 20,3 04 2021,4000.00,478
Grand Lotto 6/55,21-46-26-04-22-17,3 03 2021,215944644.40,0
Megalotto 6/45,22-36-42-19-05-25,3 03 2021,37252303.80,0
4D Lotto,0-9-3-6,3 03 2021,27757.00,22
3D Lotto 2PM,8 05 2000,3 03 2021,4500.00,256
3D Lotto 5PM,6 09 2005,3 03 2021,4500.00,196
3D Lotto 9PM,3 01 2000,3 03 2021,4500.00,1135
2D Lotto 2PM,15-26,3 03 2021,4000.00,115
2D Lotto 5PM,25 Dec,3 03 2021,4000.00,113
2D Lotto 9PM,28-26,3 03 2021,4000.00,156
Ultra Lotto 6/58,57-04-14-49-31-41,3 02 2021,49500000.00,0
Superlotto 6/49,32-28-23-15-13-05,3 02 2021,15840000.00,0
Lotto 6/42,25-02-18-38-12-28,3 02 2021,16957185.60,0
6D Lotto,4-7-4-6-8-3,3 02 2021,5273995.84,0
3D Lotto 2PM,2 05 2003,3 02 2021,4500.00,293
3D Lotto 5PM,9 09 2005,3 02 2021,4500.00,47
3D Lotto 9PM,1 01 2003,3 02 2021,4500.00,558
2D Lotto 2PM,16 Jun,3 02 2021,4000.00,80
2D Lotto 5PM,15-28,3 02 2021,4000.00,65
2D Lotto 9PM,25-14,3 02 2021,4000.00,109
Grand Lotto 6/55,51-50-02-25-52-22,3 01 2021,208447387.60,0
Megalotto 6/45,30-04-39-21-24-11,3 01 2021,33461098.40,0
4D Lotto,1-0-1-5,3 01 2021,10000.00,90
3D Lotto 2PM,2 09 2003,3 01 2021,4500.00,176
3D Lotto 5PM,3 06 2000,3 01 2021,4500.00,141
3D Lotto 9PM,1-0-7,3 01 2021,4500.00,311
2D Lotto 2PM,13-13,3 01 2021,4000.00,413
2D Lotto 5PM,17-16,3 01 2021,4000.00,29
2D Lotto 9PM,Sep 21,3 01 2021,4000.00,332
Ultra Lotto 6/58,57-44-15-27-38-06,2/28/2021,49500000.00,0
Superlotto 6/49,22-08-12-39-18-07,2/28/2021,15840000.00,0
3D Lotto 2PM,6 07 2009,2/28/2021,4500.00,129
3D Lotto 5PM,8 02 2008,2/28/2021,4500.00,231
3D Lotto 9PM,7 08 2000,2/28/2021,4500.00,242
2D Lotto 2PM,Jun 25,2/28/2021,4000.00,121
2D Lotto 5PM,2 Mar,2/28/2021,4000.00,246
2D Lotto 9PM,30-14,2/28/2021,4000.00,40
Grand Lotto 6/55,08-49-17-38-43-06,2/27/2021,201273843.20,0
Lotto 6/42,26-18-35-37-23-29,2/27/2021,13964308.60,0
6D Lotto,9-8-5-1-7-1,2/27/2021,4878090.04,0
3D Lotto 2PM,9 07 2007,2/27/2021,4500.00,70
3D Lotto 5PM,0-4-7,2/27/2021,4500.00,164
3D Lotto 9PM,8-0-7,2/27/2021,4500.00,197
2D Lotto 2PM,25 Mar,2/27/2021,4000.00,151
2D Lotto 5PM,Dec 24,2/27/2021,4000.00,141
2D Lotto 9PM,19-28,2/27/2021,4000.00,464
Ultra Lotto 6/58,49-31-45-40-53-08,2/26/2021,49500000.00,0
Megalotto 6/45,29-08-33-02-13-37,2/26/2021,29722673.80,0
4D Lotto,3-5-6-9,2/26/2021,18646.00,35
3D Lotto 2PM,9-0-4,2/26/2021,4500.00,133
3D Lotto 5PM,9 01 2008,2/26/2021,4500.00,170
3D Lotto 9PM,3 02 2002,2/26/2021,4500.00,470
2D Lotto 2PM,Jan 19,2/26/2021,4000.00,134
2D Lotto 5PM,29-20,2/26/2021,4000.00,101
